0.02,1,0,0,0,0,200
0.03,2,123,168,1,1,200
0.04,3,61,61,1,1,200
0.05,4,31,40,1,3,200
0.06,5,19,27,2,3,200
0.07,6,16,23,3,4,200
0.08,7,13,21,3,6,200
0.09,8,12,18,4,6,200
0.1,9,10,17,5,7,200
0.11,10,9,15,5,8,200
0.12,11,9,14,6,9,200
0.13,12,9,14,6,10,200
0.14,13,8,15,7,11,200
0.15,14,8,15,7,12,200
0.16,15,9,16,8,13,200
0.17,16,9,15,8,14,200
0.18,17,9,15,9,15,200
0.19,18,9,14,10,16,200
0.2,19,9,14,11,17,200
0.21,20,9,14,11,18,200
0.22,21,9,14,12,19,200
0.23,22,8,13,12,20,200
0.24,23,8,12,13,20,200
0.25,24,9,11,14,21,200
0.26,25,9,11,14,22,200
0.27,26,8,10,15,23,200
0.28,27,8,10,16,23,200
0.29,28,9,9,17,24,200
0.3,29,9,9,18,24,200
0.31,30,9,9,20,25,200
0.32,31,10,9,20,26,200
0.33,32,12,9,22,28,200
0.34,33,12,9,23,28,200
0.35,34,14,11,25,29,200
0.36,35,14,11,25,29,200
0.37,36,16,12,27,31,200
0.38,37,17,12,28,32,200
0.39,38,17,13,29,33,200
0.4,39,17,13,31,34,200
0.41,40,17,13,32,35,200
0.42,41,18,12,34,36,200
0.43,42,17,12,35,37,200
0.44,43,18,13,36,38,200
0.45,44,17,13,37,39,200
0.46,45,18,13,39,40,200
0.47,46,17,13,40,40,200
0.48,47,18,14,41,42,200
0.49,48,17,13,42,43,200
0.5,49,17,15,44,44,200
0.51,50,17,14,45,45,200
0.52,51,16,14,46,45,200
0.53,52,16,13,47,46,200
0.54,53,16,13,49,47,200
0.55,54,16,13,50,48,200
0.56,55,15,14,51,50,200
0.57,56,16,13,53,51,200
0.58,57,16,13,54,53,200
0.59,58,16,14,55,54,200
0.6,59,16,14,56,55,200
0.61,60,17,16,58,56,200
0.62,61,16,16,59,58,200
0.63,62,18,17,61,59,200
0.64,63,18,17,61,60,200
0.65,64,19,19,63,61,200
0.66,65,18,18,64,62,200
0.67,66,19,20,66,64,200
0.68,67,18,20,67,65,200
0.69,68,18,19,68,67,200
0.7,69,17,19,69,67,200
0.71,70,17,19,71,69,200
0.72,71,16,18,72,70,200
0.73,72,16,18,73,72,200
0.74,73,16,17,75,73,200
0.75,74,16,16,76,75,200
0.76,75,16,17,77,76,200
0.77,76,16,17,78,77,200
0.78,77,17,17,80,78,200
0.79,78,17,17,81,80,200
0.8,79,18,18,82,81,200
0.81,80,18,17,83,82,200
0.82,81,19,19,85,83,200
0.83,82,19,18,86,84,200
0.84,83,19,20,88,86,200
0.85,84,18,20,89,87,200
0.86,85,19,20,90,89,200
0.87,86,17,20,91,89,200
0.88,87,18,19,92,91,200
0.89,88,17,18,94,92,200
0.9,89,17,18,95,94,200
0.91,90,16,17,96,95,200
0.92,91,16,17,98,96,200
0.93,92,16,16,99,97,200
0.94,93,16,16,100,99,200
0.95,94,17,16,102,100,200
0.96,95,16,16,103,102,200
0.97,96,17,17,104,103,200
0.98,97,17,16,105,104,200
0.99,98,18,18,107,105,200
1,99,18,17,108,106,200
1.01,100,19,18,110,108,200
1.02,101,18,18,111,109,200
1.03,102,18,20,112,111,200
1.04,103,17,20,113,111,200
1.05,104,18,19,114,113,200
1.06,105,17,18,116,114,200
1.07,106,17,18,117,116,200
1.08,107,16,17,118,117,200
1.09,108,16,17,120,118,200
1.1,109,16,16,121,119,200
1.11,110,16,16,122,121,200
1.12,111,16,16,124,122,200
1.13,112,16,16,125,124,200
1.14,113,17,17,126,125,200
1.15,114,17,16,127,126,200
1.16,115,18,18,129,127,200
1.17,116,18,17,130,128,200
1.18,117,20,19,132,130,200
1.19,118,19,18,133,131,200
1.2,119,19,20,134,133,200
1.21,120,17,19,135,133,200
1.22,121,18,19,136,135,200
1.23,122,17,19,138,136,200
1.24,123,17,18,139,138,200
1.25,124,16,16,140,138,200
1.26,125,16,16,142,139,200
1.27,126,16,15,143,139,200
1.28,127,16,13,144,140,200
1.29,128,17,13,146,140,200
1.3,129,16,12,147,141,200
1.31,130,17,11,148,141,200
1.32,131,17,9,149,141,200
1.33,132,18,8,150,142,200
1.34,133,18,8,152,143,200
1.35,134,20,8,154,144,200
1.36,135,19,8,155,144,200
1.37,136,19,8,156,145,200
1.38,137,18,9,157,146,200
1.39,138,18,9,158,147,200
1.4,139,17,9,160,148,200
1.41,140,17,10,161,149,200
1.42,141,16,11,162,150,200
1.43,142,16,13,164,152,200
1.44,143,15,13,165,152,200
1.45,144,15,14,166,154,200
1.46,145,16,13,168,154,200
1.47,146,15,14,169,155,200
1.48,147,16,14,170,157,200
1.49,148,15,13,171,158,200
1.5,149,17,14,172,159,200
1.51,150,16,13,174,160,200
1.52,151,18,14,176,161,200
1.53,152,18,13,176,162,200
1.54,153,19,14,178,163,200
1.55,154,18,13,179,163,200
1.56,155,18,15,180,165,200
1.57,156,18,14,182,166,200
1.58,157,18,14,183,167,200
1.59,158,17,13,184,168,200
1.6,159,17,13,186,169,200
1.61,160,16,13,187,169,200
1.62,161,16,12,188,171,200
1.63,162,16,12,190,171,200
1.64,163,16,12,191,172,200
1.65,164,16,12,192,174,200
1.66,165,16,12,193,174,200
1.67,166,17,13,194,176,200
1.68,167,16,13,196,176,200
1.69,168,18,14,198,177,200
1.7,169,18,13,198,178,200
1.71,170,19,14,200,179,200
1.72,171,18,14,201,180,200
1.73,172,19,16,202,181,200
1.74,173,18,15,204,182,200
1.75,174,18,16,205,183,200
1.76,175,17,15,206,184,200
1.77,176,17,14,208,185,200
1.78,177,17,13,209,186,200
1.79,178,16,13,210,187,200
1.8,179,16,13,212,188,200
1.81,180,16,12,213,189,200
1.82,181,17,11,214,190,200
1.83,182,16,11,215,191,200
1.84,183,17,12,216,192,200
1.85,184,17,12,218,193,200
1.86,185,18,12,219,194,200
1.87,186,18,12,220,194,200
1.88,187,19,14,222,196,200
1.89,188,19,14,223,196,200
1.9,189,19,15,224,198,200
1.91,190,18,14,226,198,200
1.92,191,19,16,227,199,200
1.93,192,18,15,228,201,200
1.94,193,18,15,230,202,200
1.95,194,17,14,231,202,200
1.96,195,17,14,232,204,200
1.97,196,16,14,233,204,200
1.98,197,16,13,235,205,200
1.99,198,16,12,236,206,200
2,199,15,12,237,207,200
2.01,200,16,12,238,209,400
2.02,201,16,12,240,209,400
2.03,202,17,13,242,211,400
2.04,203,18,13,245,213,400
2.05,204,20,15,248,215,400
2.06,205,21,16,250,217,400
2.07,206,25,17,254,220,400
2.08,207,26,18,256,223,400
2.09,208,29,23,260,226,400
2.1,209,30,23,262,227,400
2.11,210,33,26,267,231,400
2.12,211,36,29,269,232,400
2.13,212,36,29,273,236,400
2.14,213,39,30,276,238,400
2.15,214,39,30,279,241,400
2.16,215,41,32,282,244,400
2.17,216,40,31,286,246,400
2.18,217,43,33,289,249,400
2.19,218,43,32,292,252,400
2.2,219,46,35,296,254,400
2.21,220,45,34,299,257,400
2.22,221,48,37,303,259,400
2.23,222,46,36,306,262,400
2.24,223,46,37,309,265,400
2.25,224,44,35,312,267,400
2.26,225,44,35,316,270,400
2.27,226,43,33,319,272,400
2.28,227,42,33,323,276,400
2.29,228,41,33,325,278,400
2.3,229,40,32,330,281,400
2.31,230,40,32,332,283,400
2.32,231,39,31,336,286,400
2.33,232,41,33,339,289,400
2.34,233,40,32,343,291,400
2.35,234,43,34,346,293,400
2.36,235,42,33,349,297,400
2.37,236,45,35,353,299,400
2.38,237,44,33,356,301,400
2.39,238,47,35,359,304,400
2.4,239,45,35,363,306,400
2.41,240,46,37,366,309,400
2.42,241,45,36,369,312,400
2.43,242,44,36,373,315,400
2.44,243,43,35,375,317,400
2.45,244,42,34,380,320,400
2.46,245,41,33,382,322,400
2.47,246,40,32,386,325,400
2.48,247,40,33,389,328,400
2.49,248,39,32,393,331,400
2.5,249,41,32,396,333,400
2.51,250,40,31,400,336,400
2.52,251,43,33,403,338,400
2.53,252,42,32,406,341,400
2.54,253,44,34,410,344,400
2.55,254,43,33,413,347,400
2.56,255,46,37,416,349,400
2.57,256,45,36,419,352,400
2.58,257,47,37,423,355,400
2.59,258,46,36,426,356,400
2.6,259,45,37,430,359,400
2.61,260,44,36,433,362,400
2.62,261,43,36,436,365,400
2.63,262,42,34,440,367,400
2.64,263,41,33,443,370,400
2.65,264,42,32,446,372,400
2.66,265,41,31,450,375,400
2.67,266,43,31,453,377,400
2.68,267,42,31,457,380,400
2.69,268,44,32,460,383,400
2.7,269,43,31,463,385,400
2.71,270,46,33,467,388,400
2.72,271,45,32,470,391,400
2.73,272,48,35,474,393,400
2.74,273,46,34,477,396,400
2.75,274,48,37,480,399,400
2.76,275,46,36,484,402,400
2.77,276,46,37,487,404,400
2.78,277,44,36,490,406,400
2.79,278,44,35,494,410,400
2.8,279,43,34,496,411,400
2.81,280,42,33,501,414,400
2.82,281,41,32,503,416,400
2.83,282,40,31,507,419,400
2.84,283,41,32,510,422,400
2.85,284,40,32,514,425,400
2.86,285,43,33,517,427,400
2.87,286,42,33,520,430,400
2.88,287,45,35,524,433,400
2.89,288,43,34,527,436,400
2.9,289,46,37,531,438,400
2.91,290,45,36,534,441,400
2.92,291,48,39,537,444,400
2.93,292,47,38,540,446,400
2.94,293,47,38,544,449,400
2.95,294,45,36,547,451,400
2.96,295,45,36,551,454,400
2.97,296,43,34,554,456,400
2.98,297,43,33,557,459,400
2.99,298,42,32,561,461,400
3,299,41,31,564,464,400
3.01,300,42,30,567,466,400
3.02,301,41,29,571,469,400
3.03,302,43,24,574,469,400
3.04,303,42,23,577,471,400
3.05,304,45,23,580,472,400
3.06,305,42,22,583,473,400
3.07,306,44,23,586,475,400
3.08,307,42,22,588,477,400
3.09,308,43,23,591,479,400
3.1,309,42,23,594,482,400
3.11,310,42,24,597,484,400
3.12,311,38,24,599,486,400
3.13,312,38,29,601,488,400
3.14,313,35,29,604,490,400
3.15,314,34,30,607,493,400
3.16,315,33,29,609,495,400
3.17,316,33,29,613,498,400
3.18,317,33,29,616,499,400
3.19,318,33,29,619,502,400
3.2,319,35,30,622,505,400
3.21,320,34,29,625,507,400
3.22,321,38,30,628,510,400
3.23,322,37,30,631,512,400
3.24,323,42,33,634,515,400
3.25,324,41,32,638,517,400
3.26,325,45,35,641,520,400
3.27,326,43,34,644,522,400
3.28,327,45,37,647,524,400
3.29,328,44,35,650,527,400
3.3,329,43,35,653,530,400
3.31,330,41,35,656,532,400
3.32,331,41,35,660,535,400
3.33,332,39,33,663,537,400
3.34,333,39,32,666,540,400
3.35,334,37,32,669,542,400
3.36,335,37,31,672,546,400
3.37,336,38,31,675,548,400
3.38,337,37,30,679,551,400
3.39,338,39,32,682,553,400
3.4,339,38,31,685,556,400
3.41,340,41,32,688,557,400
3.42,341,40,31,691,561,400
3.43,342,43,33,694,563,400
3.44,343,42,32,697,565,400
3.45,344,45,34,701,567,400
3.46,345,44,32,704,570,400
3.47,346,44,33,707,572,400
3.48,347,42,32,710,574,400
3.49,348,42,32,713,577,400
3.5,349,41,32,716,579,400
3.51,350,40,32,719,582,400
3.52,351,38,31,722,584,400
3.53,352,38,30,726,587,400
3.54,353,37,31,728,589,400
3.55,354,36,30,732,592,400
3.56,355,38,30,735,594,400
3.57,356,37,29,738,597,400
3.58,357,40,31,741,599,400
3.59,358,39,30,744,601,400
3.6,359,42,31,747,603,400
3.61,360,41,30,750,606,400
3.62,361,44,32,753,608,400
3.63,362,42,31,756,611,400
3.64,363,45,33,760,614,400
3.65,364,43,31,762,616,400
3.66,365,42,33,766,619,400
3.67,366,40,31,768,620,400
3.68,367,39,31,772,623,400
3.69,368,38,30,774,625,400
3.7,369,37,30,778,628,400
3.71,370,37,29,781,630,400
3.72,371,36,29,784,633,400
3.73,372,37,30,787,636,400
3.74,373,36,29,790,639,400
3.75,374,38,31,793,641,400
3.76,375,37,31,796,644,400
3.77,376,41,33,799,646,400
3.78,377,39,33,803,649,400
3.79,378,42,36,806,651,400
3.8,379,39,33,808,653,400
3.81,380,41,35,810,656,400
3.82,381,38,33,812,657,400
3.83,382,39,33,815,660,400
3.84,383,35,31,817,661,400
3.85,384,34,30,819,664,400
3.86,385,32,30,821,666,400
3.87,386,31,29,825,669,400
3.88,387,31,28,827,671,400
3.89,388,31,27,831,674,400
3.9,389,32,29,833,676,400
3.91,390,32,28,837,679,400
3.92,391,35,30,840,681,400
3.93,392,35,30,843,684,400
3.94,393,39,33,846,686,400
3.95,394,39,32,850,689,400
3.96,395,44,35,853,692,400
3.97,396,43,34,856,695,400
3.98,397,46,37,859,697,400
3.99,398,45,36,862,700,400
4,399,46,37,866,703,400
4.01,400,45,36,869,705,600
4.02,401,45,37,873,708,600
4.03,402,45,37,876,711,600
4.04,403,45,37,881,715,600
